full_name,age,birthday,league,season,position,club_name,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Matthew Lowton,30,613378800,Premier League,2018/2019,Defender,Burnley,1748,810,938,England,21,9,10,0,0,0,0,0,0,0,0,4,2,2,35,16,19,7,0,0,0,0,0,0,0,1.8,50,83,250,0,0.36,378,411,150,22
Ben Mee,30,622364400,Premier League,2018/2019,Defender,Burnley,3420,1710,1710,England,38,19,19,0,0,0,2,1,1,0,0,8,5,3,57,27,30,9,0,0.05,0.05,0,0,0,0,1.5,60,90,380,1710,0.24,380,205,118,21
James Tarkowski,27,722160000,Premier League,2018/2019,Defender,Burnley,3087,1620,1467,England,35,18,17,3,2,1,1,1,0,0,0,7,5,2,52,25,27,8,0,0.12,0.03,0.09,0.11,0.06,1029,1.52,59,88,386,3087,0.23,180,242,121,4
Aaron Lennon,33,545554800,Premier League,2018/2019,Midfielder,Burnley,1217,487,730,England,16,5,9,1,1,0,1,1,0,0,0,4,2,2,20,8,12,1,0,0.15,0.07,0.07,0.18,0,1217,1.48,61,76,1217,1217,0.07,200,188,-1,10
Jack Cork,30,614761200,Premier League,2018/2019,Midfielder,Burnley,3313,1693,1620,England,37,19,18,1,1,0,2,1,1,0,0,8,5,3,54,27,27,6,0,0.08,0.05,0.03,0.05,0,3313,1.47,61,90,552,1657,0.16,249,206,-1,11
Johann Berg Guðmunds­son,29,657010800,Premier League,2018/2019,Midfielder,Burnley,1748,847,901,Iceland,29,8,11,3,0,3,6,5,1,0,0,6,4,2,31,13,18,2,0,0.46,0.31,0.15,0,0.3,583,1.6,56,60,874,291,0.1,122,18,-1,5
Ashley Westwood,30,638956800,Premier League,2018/2019,Midfielder,Burnley,2822,1530,1292,England,34,17,14,2,0,2,7,2,5,0,0,7,5,2,44,22,22,5,0,0.29,0.22,0.06,0,0.14,1411,1.4,64,83,564,403,0.16,212,58,-1,7
Jeff Hendrick,28,696844800,Premier League,2018/2019,Midfielder,Burnley,2069,898,1171,Republic of Ireland,32,12,13,2,0,2,0,0,0,0,0,6,3,3,41,18,23,4,0,0.09,0,0.09,0,0.15,1035,1.78,50,65,517,0,0.17,175,414,-1,8
Chris Wood,28,692092800,Premier League,2018/2019,Forward,Burnley,2582,1330,1252,New Zealand,38,15,14,10,4,6,2,0,2,0,0,8,5,3,43,21,22,2,0,0.42,0.07,0.35,0.27,0.43,258,1.5,60,68,1291,1291,0.07,49,186,-1,2
Sam Vokes,30,624956400,Premier League,2018/2019,Forward,Burnley,913,455,458,Wales,20,5,5,3,2,1,0,0,0,0,0,4,2,2,18,9,9,0,0,0.3,0,0.3,0.4,0.2,304,1.77,51,46,0,0,0,63,416,-1,3
Ashley Barnes,30,625737600,Premier League,2018/2019,Forward,Burnley,2400,1307,1093,England,37,14,12,12,6,6,2,1,1,2,0,8,5,3,34,16,18,8,0,0.53,0.08,0.45,0.41,0.49,200,1.28,71,65,300,1200,0.3,27,175,-1,1
Charlie Taylor,26,748335600,Premier League,2018/2019,Defender,Burnley,3240,1636,1604,England,38,18,17,0,0,0,1,1,0,0,0,8,5,3,53,24,29,2,0,0.03,0.03,0,0,0,0,1.47,61,85,1620,3240,0.06,381,244,113,19
Tom Heaton,34,513936000,Premier League,2018/2019,Goalkeeper,Burnley,1710,900,810,England,19,10,9,0,0,0,0,0,0,0,0,4,3,1,23,10,13,3,0,0,0,0,0,0,0,1.21,74,90,570,0,0.16,382,418,68,18
Ben Gibson,27,727084800,Premier League,2018/2019,Defender,Burnley,63,63,0,England,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,1,0,1.43,0,1.43,1.43,0,63,4.29,21,63,63,0,1.43,-1,-1,-1,9
Jonathan Walters,36,432889200,Premier League,2018/2019,Forward,Burnley,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Phil Bardsley,34,488790000,Premier League,2018/2019,Defender,Burnley,1672,900,772,Scotland,19,10,9,0,0,0,0,0,0,0,0,4,3,1,22,11,11,9,0,0,0,0,0,0,0,1.18,76,88,186,0,0.48,383,409,62,17
Petr Čech,37,390726000,Premier League,2018/2019,Goalkeeper,Arsenal,585,315,270,Czech Republic,7,4,3,0,0,0,0,0,0,0,0,2,2,0,8,3,5,0,0,0,0,0,0,0,0,1.23,73,84,0,0,0,384,397,73,20
Sokratis Papastathopoulos,31,581842800,Premier League,2018/2019,Defender,Arsenal,2199,1119,1080,Greece,25,13,12,1,0,1,2,2,0,0,0,6,6,0,31,9,22,12,0,0.12,0.08,0.04,0,0.08,2199,1.27,71,88,183,1100,0.49,232,170,82,12
Shkodran Mustafi,28,703494000,Premier League,2018/2019,Defender,Arsenal,2617,1263,1354,Germany,31,15,16,2,0,2,0,0,0,0,0,6,5,1,36,12,24,9,0,0.07,0,0.07,0,0.13,1309,1.24,73,84,291,0,0.31,194,386,75,9
Hector Bellerin,25,795600000,Premier League,2018/2019,Defender,Arsenal,1535,882,653,Spain,19,10,8,0,0,0,5,4,1,0,0,4,4,0,20,8,12,3,0,0.29,0.29,0,0,0,0,1.17,77,81,512,307,0.18,385,23,61,27
Mesut Özil,31,592902000,Premier League,2018/2019,Midfielder,Arsenal,1741,1139,602,Germany,24,13,7,5,4,1,2,2,0,0,0,6,5,1,23,11,12,2,0,0.36,0.1,0.26,0.32,0.15,348,1.19,76,73,871,871,0.1,77,148,-1,4
Henrikh Mkhitaryan,31,601372800,Premier League,2018/2019,Midfielder,Arsenal,1643,650,993,Armenia,25,8,11,6,3,3,4,3,1,0,0,4,3,1,25,9,16,1,0,0.55,0.22,0.33,0.42,0.27,274,1.37,66,66,1643,411,0.05,53,55,-1,3
Aaron Ramsey,29,662198400,Premier League,2018/2019,Midfielder,Arsenal,1327,689,638,Wales,28,8,6,4,2,2,6,5,1,0,0,7,6,1,12,2,10,0,0,0.68,0.41,0.27,0.26,0.28,332,0.81,111,47,0,221,0,72,8,-1,5
Granit Xhaka,27,717577200,Premier League,2018/2019,Midfielder,Arsenal,2502,1317,1185,Switzerland,29,15,14,4,2,2,2,0,2,0,0,7,6,1,35,11,24,10,0,0.22,0.07,0.14,0.14,0.15,626,1.26,71,86,250,1251,0.36,128,185,-1,6
Ainsley Maitland-Niles,22,872838000,Premier League,2018/2019,Midfielder,Arsenal,985,462,523,England,16,5,6,1,0,1,1,0,1,0,0,4,3,1,16,5,11,3,1,0.18,0.09,0.09,0,0.17,985,1.46,62,62,328,985,0.27,174,156,-1,15
Mattéo Guendouzi Olié,21,924073200,Premier League,2018/2019,Midfielder,Arsenal,2143,971,1172,France,33,10,13,0,0,0,0,0,0,0,0,4,3,1,28,9,19,9,0,0,0,0,0,0,0,1.18,77,65,238,0,0.38,386,379,-1,26
Pierre-Emerick Aubameyang,30,614156400,Premier League,2018/2019,Forward,Arsenal,2731,1418,1313,Gabon,36,16,14,22,13,9,5,4,1,4,1,8,7,1,40,14,26,0,0,0.89,0.16,0.73,0.83,0.62,124,1.32,68,76,0,546,0,3,88,-1,1
Stephan Lichtsteiner,36,443088000,Premier League,2018/2019,Defender,Arsenal,940,408,532,Switzerland,14,5,5,0,0,0,0,0,0,0,0,2,2,0,18,4,14,3,0,0,0,0,0,0,0,1.72,52,67,313,0,0.29,387,381,146,25
Alexandre Lacazette,28,675414000,Premier League,2018/2019,Forward,Arsenal,2503,1403,1100,France,35,15,12,13,9,4,8,4,4,0,0,7,7,0,28,10,18,2,0,0.76,0.29,0.47,0.58,0.33,193,1.01,89,72,1252,313,0.07,22,24,-1,2
Lucas Torreira,24,824025600,Premier League,2018/2019,Midfielder,Arsenal,2377,1231,1146,Uruguay,34,12,12,2,2,0,2,0,2,0,0,6,5,1,35,10,25,8,1,0.15,0.08,0.08,0.15,0,1189,1.33,68,70,264,1189,0.34,188,176,-1,10
Mohamed Elneny,27,710838000,Premier League,2018/2019,Midfielder,Arsenal,381,214,167,Egypt,8,3,2,0,0,0,0,0,0,0,0,2,2,0,4,2,2,0,0,0,0,0,0,0,0,0.94,95,48,0,0,0,388,384,-1,21
Rob Holding,24,811580400,Premier League,2018/2019,Defender,Arsenal,807,501,306,England,10,5,4,0,0,0,0,0,0,0,0,2,2,0,10,5,5,1,0,0,0,0,0,0,0,1.12,81,81,807,0,0.11,389,376,49,24
Alex Iwobi,23,831106800,Premier League,2018/2019,Forward,Arsenal,1972,742,1230,Nigeria,35,7,15,3,1,2,6,3,3,0,0,8,7,1,31,8,23,0,0,0.41,0.27,0.14,0.12,0.15,657,1.41,64,56,0,329,0,125,29,-1,8
Bernd Leno,28,699696000,Premier League,2018/2019,Goalkeeper,Arsenal,2835,1395,1440,Germany,32,15,16,0,0,0,0,0,0,0,0,7,6,1,39,12,27,0,0,0,0,0,0,0,0,1.24,73,89,0,0,0,390,385,77,23
Ederson,26,745570800,Premier League,2018/2019,Goalkeeper,Manchester City,3420,1710,1710,Brazil,38,19,19,0,0,0,1,1,0,0,0,20,9,11,23,12,11,2,0,0.03,0.03,0,0,0,0,0.61,149,90,1710,3420,0.05,366,239,13,21
Kyle Walker,29,643878000,Premier League,2018/2019,Defender,Manchester City,2777,1245,1532,England,33,13,17,1,1,0,1,0,1,0,0,18,7,11,17,9,8,3,0,0.06,0.03,0.03,0.07,0,2777,0.55,163,84,926,2777,0.1,250,246,10,14
Benjamin Mendy,25,774428400,Premier League,2018/2019,Defender,Manchester City,900,450,450,France,10,5,5,0,0,0,5,3,2,0,0,4,1,3,6,4,2,1,0,0.5,0.5,0,0,0,0,0.6,150,90,900,180,0.1,311,3,12,18
Aymeric Laporte,25,770022000,Premier League,2018/2019,Defender,Manchester City,3057,1526,1531,France,35,17,17,3,0,3,3,3,0,0,0,18,8,10,21,11,10,3,0,0.18,0.09,0.09,0,0.18,1019,0.62,146,87,1019,1019,0.09,171,158,14,9
John Stones,25,770108400,Premier League,2018/2019,Defender,Manchester City,1762,968,794,England,24,11,9,0,0,0,0,0,0,0,0,13,6,7,15,8,7,1,0,0,0,0,0,0,0,0.77,117,73,1762,0,0.05,309,389,17,17
Fernando Luiz Rosa,34,484038000,Premier League,2018/2019,Midfielder,Manchester City,2381,1286,1095,Brazil,29,14,13,1,1,0,3,3,0,0,0,16,7,9,15,8,7,5,0,0.15,0.11,0.04,0.07,0,2381,0.57,159,82,476,794,0.19,231,141,-1,15
İlkay Gündoğan,29,656751600,Premier League,2018/2019,Midfielder,Manchester City,2135,985,1150,Germany,31,10,13,6,4,2,3,0,3,0,0,15,6,9,15,8,7,3,0,0.38,0.13,0.25,0.37,0.16,356,0.63,142,69,712,712,0.13,81,113,-1,8
Riyad Mahrez,29,667123200,Premier League,2018/2019,Midfielder,Manchester City,1339,647,692,Algeria,27,7,7,7,1,6,4,2,2,0,1,13,6,7,9,4,5,0,0,0.74,0.27,0.47,0.14,0.78,191,0.6,149,50,0,335,0,24,31,-1,5
Bernardo Silva,25,776502000,Premier League,2018/2019,Midfielder,Manchester City,2853,1470,1383,Portugal,36,16,15,7,2,5,7,4,3,0,0,18,8,10,22,11,11,3,0,0.44,0.22,0.22,0.12,0.33,408,0.69,130,79,951,408,0.09,83,57,-1,6
Sergio Aguero,31,581238000,Premier League,2018/2019,Forward,Manchester City,2480,1125,1355,Argentina,33,14,17,21,15,6,8,5,3,2,0,19,8,11,15,8,7,4,0,1.05,0.29,0.76,1.2,0.4,118,0.54,165,75,620,310,0.15,1,27,-1,1
Raheem Sterling,25,786873600,Premier League,2018/2019,Forward,Manchester City,2777,1256,1521,England,34,14,17,17,12,5,10,6,4,0,0,18,7,11,19,9,10,3,0,0.88,0.32,0.55,0.86,0.3,163,0.62,146,82,926,278,0.1,11,16,-1,2
Kevin De Bruyne,28,678092400,Premier League,2018/2019,Midfielder,Manchester City,974,477,497,Belgium,19,5,6,2,2,0,2,0,2,0,0,12,6,6,3,1,2,2,0,0.37,0.18,0.18,0.38,0,487,0.28,325,51,487,487,0.18,109,80,-1,10
Gabriel Jesus,23,860054400,Premier League,2018/2019,Forward,Manchester City,1019,702,317,Brazil,29,7,1,7,5,2,3,1,2,1,0,16,7,9,11,7,4,1,0,0.88,0.26,0.62,0.64,0.57,146,0.97,93,35,1019,340,0.09,6,32,-1,4
Leroy Sané,24,821347200,Premier League,2018/2019,Midfielder,Manchester City,1867,1024,843,Germany,31,11,10,10,5,5,10,6,4,0,0,16,8,8,14,8,6,1,0,0.96,0.48,0.48,0.44,0.53,187,0.67,133,60,1867,187,0.05,20,4,-1,3
Claudio Andrés Bravo Muñoz,37,419068800,Premier League,2018/2019,Goalkeeper,Manchester City,0,0,0,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Vincent Kompany,34,513504000,Premier League,2018/2019,Defender,Manchester City,1223,561,662,Belgium,17,6,7,1,1,0,0,0,0,0,0,7,3,4,7,3,4,6,0,0.07,0,0.07,0.16,0,1223,0.52,175,72,204,0,0.44,195,394,7,12
Nicolas Otamendi,32,571651200,Premier League,2018/2019,Defender,Manchester City,1233,682,551,Argentina,18,8,6,0,0,0,0,0,0,0,0,10,3,7,7,6,1,1,0,0,0,0,0,0,0,0.51,176,69,1233,0,0.07,273,395,5,16
Philip Foden,19,959497200,Premier League,2018/2019,Midfielder,Manchester City,327,279,48,England,13,3,0,1,1,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0.28,0,0.28,0.32,0,327,0,0,25,0,0,0,67,375,-1,11
Harry Arter,30,630835200,Premier League,2018/2019,Midfielder,Cardiff City,2008,1186,822,Republic of Ireland,25,14,10,0,0,0,1,1,0,0,0,7,4,3,37,25,12,10,0,0.04,0.04,0,0,0,0,1.66,54,80,201,2008,0.45,304,230,-1,16
Kenneth Dahrup Zohorè,26,760003200,Premier League,2018/2019,Forward,Cardiff City,746,388,358,Denmark,19,3,4,1,0,1,1,0,1,0,0,5,2,3,15,9,6,1,0,0.24,0.12,0.12,0,0.25,746,1.81,50,39,746,746,0.12,141,122,-1,12
Isaac Hayden,25,795859200,Premier League,2018/2019,Midfielder,Newcastle United,1886,904,982,England,25,10,11,1,0,1,4,4,0,0,0,7,3,4,25,12,13,4,1,0.24,0.19,0.05,0,0.09,1886,1.19,75,75,377,472,0.24,224,70,-1,10
Jacob Murphy,25,793612800,Premier League,2018/2019,Midfielder,Newcastle United,300,167,133,England,9,2,1,0,0,0,1,0,1,0,0,1,0,1,7,3,4,0,0,0.3,0.3,0,0,0,0,2.1,43,33,0,300,0,301,22,-1,17
Federico Fernández,31,604051200,Premier League,2018/2019,Defender,Newcastle United,1484,607,877,Argentina,19,7,10,0,0,0,1,1,0,0,0,4,1,3,22,9,13,2,0,0.06,0.06,0,0,0,0,1.33,67,78,742,1484,0.12,297,191,89,15
Carlos Sánchez,34,508060800,Premier League,2018/2019,Midfielder,West Ham United,240,120,120,Colombia,7,1,1,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0.75,120,34,0,0,0,-1,-1,-1,21
Lucas Perez,31,589878000,Premier League,2018/2019,Forward,West Ham United,468,287,181,Spain,15,2,2,3,3,0,0,0,0,0,0,3,2,1,9,5,4,0,0,0.58,0,0.58,0.94,0,156,1.73,52,31,0,0,0,10,293,-1,6
Aaron Cresswell,30,629712000,Premier League,2018/2019,Defender,West Ham United,1645,944,701,England,20,10,8,0,0,0,1,1,0,0,0,3,2,1,22,12,10,1,0,0.05,0.05,0,0,0,0,1.2,75,82,1645,1645,0.05,292,212,65,20
Kurt Zouma,25,783241200,Premier League,2018/2019,Defender,Everton,2610,1350,1260,France,32,15,14,2,1,1,2,0,2,0,0,11,8,3,37,17,20,5,1,0.14,0.07,0.07,0.07,0.07,1305,1.28,71,82,522,1305,0.17,197,181,83,7
Ademola Lookman,22,877330800,Premier League,2018/2019,Forward,Everton,601,334,267,England,21,2,1,0,0,0,2,2,0,0,0,8,5,3,7,2,5,0,0,0.3,0.3,0,0,0,0,1.05,86,29,0,301,0,287,21,-1,17
Jonjoe Kenny,23,858412800,Premier League,2018/2019,Defender,Everton,790,413,377,England,10,4,4,0,0,0,1,1,0,0,0,2,1,1,14,7,7,1,0,0.11,0.11,0,0,0,0,1.59,56,79,790,790,0.11,308,142,129,15
Shane Long,33,538300800,Premier League,2018/2019,Forward,Southampton,1269,629,640,Republic of Ireland,26,6,6,5,3,2,1,1,0,0,0,5,2,3,20,7,13,3,0,0.43,0.07,0.35,0.43,0.28,254,1.42,63,49,423,1269,0.21,50,180,-1,4
Maya Yoshida,31,588409200,Premier League,2018/2019,Defender,Southampton,1520,800,720,Japan,17,9,8,0,0,0,1,1,0,0,0,3,1,2,27,14,13,0,0,0.06,0.06,0,0,0,0,1.6,56,89,0,1520,0,271,192,133,23
Matt Targett,24,811407600,Premier League,2018/2019,Defender,Southampton,1185,483,702,England,16,5,8,1,1,0,3,2,1,0,0,1,0,1,24,10,14,2,0,0.3,0.23,0.08,0.19,0,1185,1.82,49,74,593,395,0.15,189,50,151,11
Nampalys Mendy,27,709282800,Premier League,2018/2019,Midfielder,Leicester City,2088,1006,1082,France,31,11,12,0,0,0,0,0,0,0,0,9,5,4,26,11,15,5,0,0,0,0,0,0,0,1.12,80,67,418,0,0.22,288,284,-1,18
Adama Traoré Diarra,24,822556800,Premier League,2018/2019,Midfielder,Wolverhampton Wanderers,890,315,575,Spain,29,2,6,1,0,1,1,1,0,0,0,6,4,2,11,2,9,1,0,0.2,0.1,0.1,0,0.16,890,1.11,81,31,890,890,0.1,162,145,-1,9
Kieran Trippier,29,653727600,Premier League,2018/2019,Defender,Tottenham Hotspur,2278,1188,1090,England,27,13,13,1,1,0,3,0,3,0,0,10,5,5,20,10,10,2,0,0.16,0.12,0.04,0.08,0,2278,0.79,114,84,1139,759,0.08,247,125,19,12
Erik Lamela,28,699696000,Premier League,2018/2019,Midfielder,Tottenham Hotspur,971,493,478,Argentina,19,4,5,4,1,3,2,1,1,0,0,5,3,2,11,5,6,2,0,0.56,0.19,0.37,0.18,0.56,243,1.02,88,51,486,486,0.19,44,67,-1,6
Harry Winks,24,823248000,Premier League,2018/2019,Midfielder,Tottenham Hotspur,1591,832,759,England,26,9,8,1,0,1,0,0,0,0,0,10,4,6,16,8,8,4,0,0.06,0,0.06,0,0.12,1591,0.91,99,61,398,0,0.23,207,254,-1,9
Danny Rose,29,646902000,Premier League,2018/2019,Defender,Tottenham Hotspur,1806,969,837,England,26,11,9,0,0,0,3,1,2,0,0,10,7,3,12,6,6,5,0,0.15,0.15,0,0,0,0,0.6,151,69,361,602,0.25,289,97,11,17
André-Frank Zambo Anguissa,24,816508800,Premier League,2018/2019,Midfielder,Fulham,1518,587,931,Cameroon,22,6,10,0,0,0,0,0,0,0,0,3,2,1,30,10,20,3,1,0,0,0,0,0,0,1.78,51,69,506,0,0.18,290,256,-1,19
Mateo Kovačić,25,768207600,Premier League,2018/2019,Midfielder,Chelsea,1743,968,775,Croatia,32,12,9,0,0,0,2,1,1,0,0,12,8,4,18,4,14,3,0,0.1,0.1,0,0,0,0,0.93,97,54,581,872,0.15,291,147,-1,20
Nacho Monreal,34,509788800,Premier League,2018/2019,Defender,Arsenal,1861,781,1080,Spain,22,9,12,1,1,0,3,0,3,0,0,6,5,1,21,3,18,5,0,0.19,0.15,0.05,0.12,0,1861,1.02,89,85,372,620,0.24,219,93,36,11
Danny Welbeck,29,659606400,Premier League,2018/2019,Forward,Arsenal,147,47,100,England,8,0,1,1,1,0,1,0,1,0,0,2,2,0,2,0,2,0,0,1.22,0.61,0.61,1.91,0,147,1.22,74,18,0,147,0,-1,-1,-1,13
David Silva,34,505555200,Premier League,2018/2019,Midfielder,Manchester City,2411,1088,1323,Spain,33,13,15,6,4,2,8,3,5,0,0,17,8,9,14,7,7,2,0,0.52,0.3,0.22,0.33,0.14,402,0.52,172,73,1206,301,0.07,84,20,-1,7
Abdelhamid Sabiri,23,849168000,Premier League,2018/2019,Midfielder,Huddersfield Town,49,0,49,Morocco,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5.51,16,25,0,0,0,-1,-1,-1,22
Isaac Mbenza,24,826272000,Premier League,2018/2019,Forward,Huddersfield Town,981,589,392,Belgium,22,5,5,1,1,0,1,1,0,0,0,4,2,2,25,15,10,1,0,0.18,0.09,0.09,0.15,0,981,2.29,39,45,981,981,0.09,170,153,-1,11
Daniel Williams,31,605347200,Premier League,2018/2019,Midfielder,Huddersfield Town,93,13,80,USA,5,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0.97,93,19,93,0,0.97,-1,-1,-1,21
Kevin Long,29,650962800,Premier League,2018/2019,Defender,Burnley,513,90,423,Republic of Ireland,6,1,4,0,0,0,1,0,1,0,0,1,0,1,7,2,5,0,0,0.18,0.18,0,0,0,0,1.23,73,86,0,513,0,293,77,71,15
Martín Montoya,29,671612400,Premier League,2018/2019,Defender,Brighton & Hove Albion,2166,1176,990,Spain,25,13,11,0,0,0,1,0,1,0,0,3,3,0,38,18,20,4,0,0.04,0.04,0,0,0,0,1.58,57,87,542,2166,0.17,294,227,128,13
Jesse Lingard,27,724406400,Premier League,2018/2019,Midfielder,Manchester United,1668,963,705,England,27,11,8,4,1,3,2,1,1,1,0,6,2,4,25,16,9,3,0,0.32,0.11,0.22,0.09,0.38,417,1.35,67,62,556,834,0.16,85,139,-1,5
Ander Herrera,30,619081200,Premier League,2018/2019,Midfielder,Manchester United,1404,617,787,Spain,22,8,8,2,0,2,3,3,0,0,0,6,1,5,17,9,8,4,0,0.32,0.19,0.13,0,0.23,702,1.09,83,64,351,468,0.26,137,69,-1,7
Max Meyer,24,811407600,Premier League,2018/2019,Midfielder,Crystal Palace,1414,718,696,Germany,29,7,8,1,0,1,2,0,2,0,0,8,7,1,19,5,14,3,0,0.19,0.13,0.06,0,0.13,1414,1.21,74,49,471,707,0.19,216,116,-1,8
Jordan Ayew,28,684572400,Premier League,2018/2019,Forward,Crystal Palace,1186,616,570,Ghana,20,8,6,1,0,1,2,0,2,0,0,6,3,3,13,7,6,3,0,0.23,0.15,0.08,0,0.16,1186,0.99,91,59,395,593,0.23,184,90,-1,12
Alberto Moreno,27,710319600,Premier League,2018/2019,Defender,Liverpool,155,90,65,Spain,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1.16,78,78,0,0,0,-1,-1,-1,17
Simon Mignolet,32,573638400,Premier League,2018/2019,Goalkeeper,Liverpool,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Joel Matip,28,681634800,Premier League,2018/2019,Defender,Liverpool,1532,811,721,Cameroon,22,9,8,1,1,0,0,0,0,0,0,11,6,5,9,5,4,3,0,0.06,0,0.06,0.11,0,1532,0.53,170,70,511,0,0.18,214,327,8,11
Fabian Delph,30,627638400,Premier League,2018/2019,Midfielder,Manchester City,725,266,459,England,11,3,5,0,0,0,1,1,0,0,0,4,1,3,9,4,5,2,1,0.12,0.12,0,0,0,0,1.12,81,66,242,725,0.37,295,129,-1,19
Arijanet Muric,21,910425600,Premier League,2018/2019,Goalkeeper,Manchester City,0,0,0,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jefferson Lerma,25,783068400,Premier League,2018/2019,Midfielder,AFC Bournemouth,2511,1319,1192,Colombia,30,15,14,2,0,2,0,0,0,0,0,8,4,4,45,18,27,12,0,0.07,0,0.07,0,0.15,1256,1.61,56,84,209,0,0.43,201,313,-1,6
Bernard Anício Caldeira Duarte,27,715935600,Premier League,2018/2019,Midfielder,Everton,2128,960,1168,Brazil,34,11,14,1,0,1,3,1,2,0,0,14,9,5,19,5,14,5,0,0.17,0.13,0.04,0,0.08,2128,0.8,112,63,426,709,0.21,242,111,-1,12
Kieran Dowell,22,876466800,Premier League,2018/2019,Midfielder,Everton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Steven Davis,35,473414400,Premier League,2018/2019,Midfielder,Southampton,96,6,90,Northern Ireland,3,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,0,0.94,0.94,0,0,0,0,2.81,32,32,0,96,0,-1,-1,-1,22
Shinji Okazaki,34,514022400,Premier League,2018/2019,Forward,Leicester City,269,126,143,Japan,21,0,1,0,0,0,1,0,1,0,0,2,2,0,1,0,1,0,0,0.33,0.33,0,0,0,0,0.33,269,13,0,269,0,-1,-1,-1,19
Markus Suttner,33,545554800,Premier League,2018/2019,Defender,Brighton & Hove Albion,0,0,0,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sullay Kaikai,24,809420400,Premier League,2018/2019,Midfielder,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Marcus Bettinelli,27,706690800,Premier League,2018/2019,Goalkeeper,Fulham,630,270,360,England,7,3,4,0,0,0,0,0,0,0,0,0,0,0,19,7,12,1,0,0,0,0,0,0,0,2.71,33,90,630,0,0.14,296,315,174,14
Denis Odoi,31,580719600,Premier League,2018/2019,Defender,Fulham,2593,1153,1440,Belgium,31,13,16,0,0,0,1,0,1,0,0,5,3,2,59,23,36,4,0,0.03,0.03,0,0,0,0,2.05,44,84,648,2593,0.14,286,240,165,17
Jamie Sterry,24,816940800,Premier League,2018/2019,Defender,Newcastle United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sean Longstaff,22,878198400,Premier League,2018/2019,Midfielder,Newcastle United,688,355,333,England,9,4,4,1,1,0,0,0,0,0,0,3,3,0,8,1,7,2,0,0.13,0,0.13,0.25,0,688,1.05,86,76,344,0,0.26,130,317,-1,11
Antonio Valencia,34,491986800,Premier League,2018/2019,Defender,Manchester United,466,196,270,Ecuador,6,2,3,0,0,0,0,0,0,0,0,2,0,2,5,4,1,2,0,0,0,0,0,0,0,0.97,93,78,233,0,0.39,299,320,29,24
Phil Jones,28,698659200,Premier League,2018/2019,Defender,Manchester United,1263,652,611,England,18,8,7,0,0,0,1,0,1,0,0,4,0,4,16,9,7,1,0,0.07,0.07,0,0,0,0,1.14,79,70,1263,1263,0.07,300,183,51,23
Nemanja Matić,31,586422000,Premier League,2018/2019,Midfielder,Manchester United,2441,1051,1390,Serbia,28,12,16,1,1,0,0,0,0,0,0,6,1,5,35,14,21,8,1,0.04,0,0.04,0.09,0,2441,1.29,70,87,305,0,0.29,229,323,-1,11
